split,image_id,image_file,mask_file,sha256
train,PennPed00003,PennPed00003.png,PennPed00003_mask.png,4e4043c81ffc66afa3c18745af39c29fff5237c3c635bc4e84d912ce7918dcbb
train,FudanPed00050,FudanPed00050.png,FudanPed00050_mask.png,b90c782e296230b266965aab2ef22d4557c4463b96400c4341f459cc2207ca21
train,PennPed00030,PennPed00030.png,PennPed00030_mask.png,db74f21928363ebe24e4a527da6f915f0e7eab59383802d5b18f6c39fbdd8a66
train,PennPed00091,PennPed00091.png,PennPed00091_mask.png,960c780e4f43ce92f18b5ac741aee582bf949cd63e3142b6955a5464e49f794a
train,PennPed00039,PennPed00039.png,PennPed00039_mask.png,87daf6faa2c8d4aa76be2aedfc4fad9b1dd3f0edc9085115545f1f8251e4cb6a
train,FudanPed00004,FudanPed00004.png,FudanPed00004_mask.png,6fe1dd2796d013a02c7ca19d4907b6463015769ff9b43ba5641ab924dbbd53eb
train,PennPed00068,PennPed00068.png,PennPed00068_mask.png,b014e256a71271a51f8ae14cdad1c6aa07f19163e415789edb22838c05fcbaa7
train,PennPed00074,PennPed00074.png,PennPed00074_mask.png,f808c322abdcf6689739eae3569fd50b175104156b459f178869071058bc53a7
train,FudanPed00033,FudanPed00033.png,FudanPed00033_mask.png,3257fc93e746e2258ff273e4110c3ab0ce1f5867f472a69acf536f585f9f4509
train,PennPed00064,PennPed00064.png,PennPed00064_mask.png,4dfb95e5d231c6c9ccd16b94eebbe1d3de80d0c89d3c07f935ef3b49174f9d6a
train,FudanPed00015,FudanPed00015.png,FudanPed00015_mask.png,4cc05505e799e564dbf025cccbeb36698ac959d9f743bb383574e76f1c0d0619
train,PennPed00061,PennPed00061.png,PennPed00061_mask.png,20b064554baedefdd2ccdf058047df35b432013adc2e4c89f6374dc12ae3796f
train,PennPed00092,PennPed00092.png,PennPed00092_mask.png,ffa7730b89a87a352e616af579c1cdf06035a8d003e8c1a739760e63cb9905fa
train,PennPed00005,PennPed00005.png,PennPed00005_mask.png,aef0bab472bac61c91e11afbfe264f950e1b7b495c031be80b61d32eb477008b
train,FudanPed00065,FudanPed00065.png,FudanPed00065_mask.png,8b5c5678f49a6bfba25bf0c34c055fb6d063b91410dac1f50da9f99da0c41ed4
train,PennPed00031,PennPed00031.png,PennPed00031_mask.png,9aed5638ae8ecebee8f2a6919a3c8f5b5f9975b9bf0c6f09550d08adc9e064b1
train,FudanPed00054,FudanPed00054.png,FudanPed00054_mask.png,15e193741fa3e38f197f97cdddc8efe0762620c19bb696731f829a7ce25c50fa
train,FudanPed00062,FudanPed00062.png,FudanPed00062_mask.png,afbff4b1411263f3df756bd3ad938d415c865dad7b683e789960206031d0114c
train,PennPed00057,PennPed00057.png,PennPed00057_mask.png,7fa9f32b67b00a9e03bf1c50bb98a53deaf567294713053c355aed36f70a8dd4
train,PennPed00026,PennPed00026.png,PennPed00026_mask.png,d249c2e810a868aada1316d700788aa4394425fd5f11fb8fcef0f816c40bdea1
train,PennPed00021,PennPed00021.png,PennPed00021_mask.png,b2f9df0c5a67504ed9bed82191f76cfd349ad2dfc5510e2616e6ba181dde36b2
train,PennPed00052,PennPed00052.png,PennPed00052_mask.png,013d6f5301dba88f4d9d678a9b46237458f96476fbe42f682d0b01d2c4ec9eaa
train,PennPed00079,PennPed00079.png,PennPed00079_mask.png,9660daa8c7dcb816fd8e61db347ca14f4a70f4cc34f5e8e07cc38ae539a9ea1b
train,FudanPed00017,FudanPed00017.png,FudanPed00017_mask.png,dbd67282eb910f4b5ef412e1a8255fc83cf40044ea0d4dff7c12c09c231eeb66
train,PennPed00063,PennPed00063.png,PennPed00063_mask.png,f98c75b5d6016c37f9c0ba0be1391dec96535fc909525902c95d3dd5d97dbc78
train,FudanPed00073,FudanPed00073.png,FudanPed00073_mask.png,dcce270c15ff5f3aabbe30cd15bb71c5c794494ad56fbf49be88045d6b284657
train,PennPed00001,PennPed00001.png,PennPed00001_mask.png,c90af45f1e29ad3b4dcab13551ed7d26f5bc7e35f12907f79469ac6714e9da94
train,PennPed00032,PennPed00032.png,PennPed00032_mask.png,43373527ea5a5c54ebff583e48f4469bb5a96f772809b9f871a7f8404df633c0
train,PennPed00073,PennPed00073.png,PennPed00073_mask.png,d594713b8c8d17d69574b454a9e0172cf5735c40375c75f1207ea9254162b184
train,FudanPed00026,FudanPed00026.png,FudanPed00026_mask.png,7a108cfe65ba5c2c89ea0400095685811854d78c618a39cd6298d183666c8780
train,FudanPed00064,FudanPed00064.png,FudanPed00064_mask.png,b0c82705386da139d8de4a67f0c20d7d59bc0f8d6d8cea052db3b791b8399c07
train,FudanPed00067,FudanPed00067.png,FudanPed00067_mask.png,1763f4b22c509622b254bd6af3203e78b92e8dee2573e1dff3afc8d7dcd28e16
train,PennPed00047,PennPed00047.png,PennPed00047_mask.png,8a9d95ccdbd17346683f0eedf325f7b71277251ef31601fffc95d073624a220f
train,FudanPed00028,FudanPed00028.png,FudanPed00028_mask.png,1ec63cb8a132e1a309aee66763940a15c556f91a1fd32a72e4c7ec5b7de009a3
train,PennPed00036,PennPed00036.png,PennPed00036_mask.png,a12b365a9cbd818ec307873a5bfa044f4d667cda6248706ae420d6353ab8147b
train,PennPed00058,PennPed00058.png,PennPed00058_mask.png,02acf9b54c5721283950f204446dd3030967ab48c3c826deeceb45e224e1e60f
train,FudanPed00052,FudanPed00052.png,FudanPed00052_mask.png,afe9b8fc9bf30d6dad10103565c1d899b36bc42d000bfa5206d9d0d17f5079dd
train,PennPed00069,PennPed00069.png,PennPed00069_mask.png,b6577317e926129d8f5c2e0f0cabecd34289f85c0a6c28ff2abd4bacf170acc9
train,FudanPed00005,FudanPed00005.png,FudanPed00005_mask.png,4de7a665b06b680c715c2d6941611bb372ac0c33d98a09ac1673cbe6af1a66f7
train,PennPed00029,PennPed00029.png,PennPed00029_mask.png,1de4928a9f5b8ea02ff7c540e28b715a3aef2b9f347ce7ec444fa4f9f5e3a388
train,PennPed00083,PennPed00083.png,PennPed00083_mask.png,2cd01d7951082b3786a98e5002b89f53af0c3042e9434107a9bb9eba5d801fe6
train,FudanPed00042,FudanPed00042.png,FudanPed00042_mask.png,257169d70d4b46d3ecc64bdc7287af287ed43bdeec48e1ae95e17506e63548bb
train,PennPed00095,PennPed00095.png,PennPed00095_mask.png,a61e2030a7f644689b0508d64f112fb254141e986169b8322bab9954d71bcbf7
train,PennPed00075,PennPed00075.png,PennPed00075_mask.png,3b06ac8106fd832fb473e98f06033e80dce34b298a2dd31890b2cece5429b318
train,PennPed00072,PennPed00072.png,PennPed00072_mask.png,4839f8ddd782becdddb4f778d018211392cfbe3c588a0d98e322d639be767f98
train,PennPed00027,PennPed00027.png,PennPed00027_mask.png,24ff119f34cdee0759782417cc2ef0d65fb194d4bc36f424bb9e6d73b94243ac
train,PennPed00080,PennPed00080.png,PennPed00080_mask.png,e42c0af77ed57ad7da64bede5a7e821e81cdea523c77e60cf1a9ecf0db5900f9
train,PennPed00022,PennPed00022.png,PennPed00022_mask.png,23897c9466e2a7b13206aeb0e188fd972b3cee624c4c90dce472f1c46af1c996
train,FudanPed00032,FudanPed00032.png,FudanPed00032_mask.png,ba975b6872be7e71a450a23551d214e851fe6c2a67174a852225e0f64c07c6d9
train,PennPed00053,PennPed00053.png,PennPed00053_mask.png,74c46329449d376e1afc11aac5b58d282e356822c6229cdf51208069686c9d03
train,FudanPed00022,FudanPed00022.png,FudanPed00022_mask.png,90b0d600f87345555e4264e55137389ddb8a75e847b1828d13e31de5f812c45e
train,PennPed00060,PennPed00060.png,PennPed00060_mask.png,939cd2ab0d63c3cb15bd1155071fe4e117140172893156e6b8b9c05a0c4a1cb8
train,PennPed00004,PennPed00004.png,PennPed00004_mask.png,40fd028872365a0f41f3a0680075756c315879462e56e014e5bdc1f7d570087b
train,FudanPed00010,FudanPed00010.png,FudanPed00010_mask.png,651f9c4ce9ab056f3ce94c2b1159218a385ab45f33bc124ab2e5d29115dd0315
train,PennPed00009,PennPed00009.png,PennPed00009_mask.png,a215fd244836296ba7b35a1645fee4328f7d4444bc72eba11ca669cd0a902dba
train,PennPed00067,PennPed00067.png,PennPed00067_mask.png,659ff0d99f355f25539a5feea89f6e8a450e92d9f4d74c28ae17506ae5e114c4
train,PennPed00016,PennPed00016.png,PennPed00016_mask.png,1e630cb99cb76f9b9763a964ecebdcbcab55a10d23ccfba27dac2aef388c7137
train,FudanPed00035,FudanPed00035.png,FudanPed00035_mask.png,84b4674f7e64c7a857a8ef2e9ff960cee65e375691c1a1e7e688b020ba019e19
train,PennPed00012,PennPed00012.png,PennPed00012_mask.png,4f22a9e5d708bd17ee68ca7ffcd7e4630ad94fee53ea95b65d9664ae7489e0c0
train,PennPed00062,PennPed00062.png,PennPed00062_mask.png,0449c9cb5c5eea2c97d05bd234be1c6fd8a2a10af73b42ff2b5b6d0fb2d2ef1f
train,FudanPed00046,FudanPed00046.png,FudanPed00046_mask.png,0a7834abaf3f28bb667792058f220caaeb91a38b64302edb38dd0bdc3be4f80a
train,FudanPed00048,FudanPed00048.png,FudanPed00048_mask.png,805008af783d085a18edf81b3ba02d460844717ebba21058b4fd87aa9ebdf01f
train,FudanPed00021,FudanPed00021.png,FudanPed00021_mask.png,f77febed0b58c93b7d17c1d75b41b79008bc9fc119b455d3a5e0716093456802
train,PennPed00042,PennPed00042.png,PennPed00042_mask.png,e709c41872b490b3cc2120b9251b8bad29c3f0d47e7b928dc98a292191688ec6
train,PennPed00008,PennPed00008.png,PennPed00008_mask.png,433fa62d3a10e13578292a7c3a2c1f0615361488138a9b2daccab7cfbe1d2645
train,FudanPed00059,FudanPed00059.png,FudanPed00059_mask.png,09bcb2197283c232b6e8e107b05c388d3fecec7d21dc33d7195e9c2fc75ffb3b
train,PennPed00096,PennPed00096.png,PennPed00096_mask.png,20613cb2aa60f654950c3275657f2892968f6e8b96cc13ad1fdf64a596976d46
train,PennPed00049,PennPed00049.png,PennPed00049_mask.png,b0312d7f6cc901c7843769d62ee99ebba811a9a3462d17f04d407a933930f682
train,FudanPed00013,FudanPed00013.png,FudanPed00013_mask.png,b3e23ae41d57b2fb4803b0202ba384f556d2b2eadca71d97b03000867a79bd6d
train,PennPed00050,PennPed00050.png,PennPed00050_mask.png,9207c8dfe778e6e583de9c0d4befe42f2299aad6df1584845514b46b846d02cd
train,PennPed00048,PennPed00048.png,PennPed00048_mask.png,bc8ef60be7cb795d5ec20f44643c1990b8778c54592cebf0d31327cbb0b2fc04
train,PennPed00046,PennPed00046.png,PennPed00046_mask.png,c98f12e7d68d32fd623a5a9607588a15b678371045849a6ddf3c268f81a40e9e
train,PennPed00025,PennPed00025.png,PennPed00025_mask.png,1d0a05b83c4915b2264a5528fbfe5dc82274113f07a07151e489c90357a527ae
train,FudanPed00030,FudanPed00030.png,FudanPed00030_mask.png,e3231cb29908a7f441a52883770a72bbfd44c56b5f7223fe00bfad757dd41a7b
train,PennPed00011,PennPed00011.png,PennPed00011_mask.png,4378bb3d4a611b7f2668597c8dd29a7d30b18dcd324bb99b8286896ec9ce084f
train,FudanPed00006,FudanPed00006.png,FudanPed00006_mask.png,bb8100d15bf8b02471d92857749884e5d629f44143a3a5e44d2b267a9417cb3f
train,PennPed00084,PennPed00084.png,PennPed00084_mask.png,466516051ccfd22fac3126dbd0ab13b07d3202864561511584c2fb20afee7e3f
train,PennPed00017,PennPed00017.png,PennPed00017_mask.png,fe40f760d161188efa7afeb0fbd38a7a1b36a5b7d55112a0e7958cb9857b9311
train,PennPed00059,PennPed00059.png,PennPed00059_mask.png,18b2de8030d54f74289ebe67c265faf5be89c9ae079d59208c2c89346a81c573
train,FudanPed00074,FudanPed00074.png,FudanPed00074_mask.png,68ae56c77337bff29fe652bf15a9568852a8e73a6729330cbb7bce9841f9054f
train,FudanPed00047,FudanPed00047.png,FudanPed00047_mask.png,462fc7b2a5871797ac562320ef700d24413fa32d83911fa1b3d218cb3160cfb1
train,PennPed00037,PennPed00037.png,PennPed00037_mask.png,54a2b4caeff8b47e38160c8cc93eed14f341e5189dbad2ad29f90a238645925a
train,PennPed00040,PennPed00040.png,PennPed00040_mask.png,6fb46eb5e99d6df95e76b483e7b6205760f5e97907a85f3eff1507c5f875da50
train,PennPed00006,PennPed00006.png,PennPed00006_mask.png,c1a9d658d8aa53e4043eee9bd10d31b9ff2ccfb0a3419ec0e37c7adb6ebcfb4d
train,PennPed00007,PennPed00007.png,PennPed00007_mask.png,c91ff2a117df5a0a0bcbfc6ac13f568f1ad4acb372f4b4f26c3f8260659083cb
train,PennPed00033,PennPed00033.png,PennPed00033_mask.png,5f54c6f9f3d04d4ec0d03faea62f2adaff2698abc412c86fbb0ee26b5c0eb2a9
validation,FudanPed00038,FudanPed00038.png,FudanPed00038_mask.png,f1bc735cf431e6238445ff2e85a0ad76c64a16cc8c3ef77a986cf674bdd65109
validation,PennPed00093,PennPed00093.png,PennPed00093_mask.png,014e2c30dbd83f14b3a5ac5ac32a66d4077d1ba892726096eb3075e0399e97f3
validation,FudanPed00011,FudanPed00011.png,FudanPed00011_mask.png,51dab61023b536510ba333c181384e2e41fcaf270a964889efbfc96ee79d72db
validation,FudanPed00049,FudanPed00049.png,FudanPed00049_mask.png,2e85899f0ff1c9fc63369ac06d3de9fc43e7fad8c012a6126d1061ac7751b743
validation,PennPed00045,PennPed00045.png,PennPed00045_mask.png,ebe047a39d1d75871cc07cc83b9ad45715aafb7799d1a648aa9e340690690f46
validation,PennPed00051,PennPed00051.png,PennPed00051_mask.png,f3e251809bcdee9e21b26dbce82170ddd07a7dde77c2fd0a0bbb54b13957cb65
validation,FudanPed00016,FudanPed00016.png,FudanPed00016_mask.png,3821e9ed61b299c3ca31f761f181e1791d898359406adb66fc66d65fa49a6388
validation,FudanPed00069,FudanPed00069.png,FudanPed00069_mask.png,6c70aea91ec97059cf2869afda30111178709d07b41a834bebbef7e41ca5f3ef
validation,PennPed00044,PennPed00044.png,PennPed00044_mask.png,498ed8b3760a372b73c3601a737e11c989805ef6bf74ba87bd293a28ac156009
validation,FudanPed00012,FudanPed00012.png,FudanPed00012_mask.png,4dbcdc27ce21b58bd6666a50c396b58ceff428bfb7106c6147605f33dbc6b278
validation,FudanPed00068,FudanPed00068.png,FudanPed00068_mask.png,5df539028a6f42d55efd0f35affc06551821372bda5f9d554bfcf62c691d7788
validation,PennPed00015,PennPed00015.png,PennPed00015_mask.png,da2663a4eaf5fa294ff0d53b172cde50746857d873ee2ad1dc111d08908406a8
validation,PennPed00018,PennPed00018.png,PennPed00018_mask.png,cd32237ab5568fc1723cfacb187ee6eef8934eb7ffe42f62fee3350cb02df99c
validation,FudanPed00025,FudanPed00025.png,FudanPed00025_mask.png,714c75273275f6ad31f30063fb241b26fa2a8ac853b14795b220ebd38ee1d805
validation,PennPed00024,PennPed00024.png,PennPed00024_mask.png,41daba4c62a049b1c15fae0a1026d34b05b4e39d3da35fc1510547a3aeb5f1d5
validation,PennPed00082,PennPed00082.png,PennPed00082_mask.png,61faf7a48aca4b85f22ba825d089e5dc72246d02221d9bdc844cb94cbb8783bc
validation,PennPed00089,PennPed00089.png,PennPed00089_mask.png,1bc2887f5dcdcd7996652fd99664d589ec1f1e364bf89521b077ae66fc39942d
validation,PennPed00013,PennPed00013.png,PennPed00013_mask.png,e2383d58bbb78c8aae60002d4a2cf061c4fd30da96e884a6682a9fd244e70b12
validation,PennPed00081,PennPed00081.png,PennPed00081_mask.png,b9cf27aff00b5d3c745cfde35b77a0e9d1966291cfa462ffe73d7ac4cb190f24
validation,FudanPed00040,FudanPed00040.png,FudanPed00040_mask.png,6b90d12818232a8b5ea8b4262d48f7baac29f9dcffb802812ca3a02acd499845
validation,PennPed00071,PennPed00071.png,PennPed00071_mask.png,44b25a5eb364cd5fa13d1739f27a6b0fe4476bbca54feab6d940705a632967c1
validation,PennPed00014,PennPed00014.png,PennPed00014_mask.png,a04437ea5bc66466c06d2f7a6e493cd5150864b15420036698440d82498d49f4
validation,PennPed00085,PennPed00085.png,PennPed00085_mask.png,0e9a2f0210b3f1de793ac00b5d8e3a2accfee2e4c15d97c1d4460c651c0890fd
validation,FudanPed00041,FudanPed00041.png,FudanPed00041_mask.png,95997257f63267427f726e6f4e809acefc7993fa943aaf7effd9070d145bba99
validation,FudanPed00002,FudanPed00002.png,FudanPed00002_mask.png,42f94e40ca5857687be170ecdebef0ee41094e5386160e0c756f0c94a735d39e
test,FudanPed00072,FudanPed00072.png,FudanPed00072_mask.png,22f05a6aa65f248f0cf122fb9ea842aa6d55ae73d67216f69686c830c7d913a8
test,PennPed00041,PennPed00041.png,PennPed00041_mask.png,4791c942de2ca85e8eecf523a42d0df23d1a5679b52b23cfb267c0166a6046f2
test,FudanPed00057,FudanPed00057.png,FudanPed00057_mask.png,8a6a6451f22385056075aef42e22767fbb7f58c0e8590a97c7d4e39f76ddd92f
test,PennPed00034,PennPed00034.png,PennPed00034_mask.png,2d99494275178c949069a1b75824a9c065efafb049d6ec2dcd45bdf203d12ee9
test,PennPed00088,PennPed00088.png,PennPed00088_mask.png,dd4c57455ead9f9bd5d9f6aa9bc690cfada6fa65fb8cf776f34fef0b30657d71
test,FudanPed00051,FudanPed00051.png,FudanPed00051_mask.png,03697f57dae4fabd073a18dcb9e9f877acee3b610b41db1e726faa0a6aeed013
test,PennPed00070,PennPed00070.png,PennPed00070_mask.png,0f00ce5c8642875aee4667432799fc59b774c684ab129c6bc8d7475d6888a70d
test,PennPed00094,PennPed00094.png,PennPed00094_mask.png,584b3eddb83043b592e9eb3a06ec6939e64c4feace60add63b1d1fced927fd26
test,PennPed00056,PennPed00056.png,PennPed00056_mask.png,b6af49c3e8536132683f112913a872656b5a43891a503e5c94abe3091b48f186
test,FudanPed00060,FudanPed00060.png,FudanPed00060_mask.png,d058f9cdb138898af3c8b1eb1e0505d0592d48900e4a05b2ddbc5ba3fb1e53fc
test,FudanPed00056,FudanPed00056.png,FudanPed00056_mask.png,dba142d05726356146c23ad4dd261f7a9b87542cc5b7f84a6c2320dec958ffa8
test,FudanPed00024,FudanPed00024.png,FudanPed00024_mask.png,90a68f6a089628fd1dac8b15c931a3030a5c6f9eed32a5283c8ae08a31c3271e
test,FudanPed00008,FudanPed00008.png,FudanPed00008_mask.png,4c3f3a2bbd2632442d3531fe3ce4299bfadd8e4c65a0d1df8d328ca97cd223ec
test,FudanPed00009,FudanPed00009.png,FudanPed00009_mask.png,2bcd3aae083b5601ba47decbf73a23f6170334a772af6de989cb56eb681a2cc1
test,PennPed00035,PennPed00035.png,PennPed00035_mask.png,880cf75fe5bd0d89bb836bdb29e9d1d8a3685c9af9aec1b3c7d4492eb56f2c58
test,PennPed00078,PennPed00078.png,PennPed00078_mask.png,ba3e13d576760772437b86f6cb5cce221a3190c663d8a1b9333827b4904e072c
test,FudanPed00023,FudanPed00023.png,FudanPed00023_mask.png,facdeafe8142db71085f3ae86c811fecd9a3aa00e0cd419ae88b00dbf93b5491
test,PennPed00066,PennPed00066.png,PennPed00066_mask.png,3bddf9720f91e34d0a6452f222050891f2d67ebce51662605a2fe49e6d55ad45
test,FudanPed00027,FudanPed00027.png,FudanPed00027_mask.png,218b49f3e50f698aa4920a6147d78663bd3dae53a8e35d0c9c1c1eaf6480eb43
test,FudanPed00036,FudanPed00036.png,FudanPed00036_mask.png,5385c270c96aa38f1efcf6107f74f107d4090937f20686fadd1a457fe0508357
test,FudanPed00058,FudanPed00058.png,FudanPed00058_mask.png,47802584f435e449f42e838834dc18c016e7bdfcedda9cee1a781d85d5e992fd
test,FudanPed00063,FudanPed00063.png,FudanPed00063_mask.png,471509461bee4ddab5e7ad00ae28a40ab82e8bcf9d048f1fe05cfcf403c4f4f2
test,FudanPed00071,FudanPed00071.png,FudanPed00071_mask.png,9d578e4e01974d0526f1cfd163c13ec0535f7ba46afde2821a68aaa1ebd399c6
test,FudanPed00007,FudanPed00007.png,FudanPed00007_mask.png,7b5b874dc8940fc62afe7fb57b8e99dccc8908c8e8177609afdc1d5436c353a7
test,FudanPed00029,FudanPed00029.png,FudanPed00029_mask.png,85798d75e2f35b675b86c029decdf886ef4b0122fba00238c4441136930d81cc
test,PennPed00090,PennPed00090.png,PennPed00090_mask.png,deac99c59abcd01246dcb0cd8bd75f43cbcf474b3986fcdaf03659e55b23007d
